Clip,Start,End
428,1,27854
NaN,27855,47999
452,48000,70795
NaN,70796,95999
567,96000,123447
NaN,123448,143999
516,144000,166596
NaN,166597,191999
388,192000,216807
NaN,216808,239999
413,240000,261958
NaN,261959,287999
486,288000,312775
NaN,312776,335999
359,336000,356253
NaN,356254,383999
465,384000,408072
NaN,408073,431999
395,432000,451208
NaN,451209,479999
