Clip,Start,End
20,1,26487
NaN,26488,47999
124,48000,71579
NaN,71580,95999
159,96000,122035
NaN,122036,143999
145,144000,167396
NaN,167397,191999
136,192000,217460
NaN,217461,239999
170,240000,263258
NaN,263259,287999
206,288000,312911
NaN,312912,335999
256,336000,356572
NaN,356573,383999
15,384000,407810
NaN,407811,431999
123,432000,451425
NaN,451426,479999
