Clip,Start,End
296,1,30401
NaN,30402,47999
28,48000,71570
NaN,71571,95999
264,96000,122285
NaN,122286,143999
298,144000,166690
NaN,166691,191999
226,192000,217676
NaN,217677,239999
175,240000,262533
NaN,262534,287999
271,288000,313617
NaN,313618,335999
279,336000,357307
NaN,357308,383999
172,384000,408101
NaN,408102,431999
221,432000,452702
NaN,452703,479999
