Clip,Start,End
331,1,29259
NaN,29260,47999
523,48000,70219
NaN,70220,95999
532,96000,123709
NaN,123710,143999
496,144000,165900
NaN,165901,191999
507,192000,216792
NaN,216793,239999
490,240000,260859
NaN,260860,287999
330,288000,312779
NaN,312780,335999
501,336000,355780
NaN,355781,383999
353,384000,408159
NaN,408160,431999
360,432000,451614
NaN,451615,479999
