Clip,Start,End
640,1,24912
NaN,24913,47999
777,48000,67750
NaN,67751,95999
609,96000,120527
NaN,120528,143999
845,144000,163661
NaN,163662,191999
781,192000,216493
NaN,216494,239999
817,240000,259309
NaN,259310,287999
682,288000,311252
NaN,311253,335999
723,336000,354216
NaN,354217,383999
667,384000,407041
NaN,407042,431999
887,432000,447731
NaN,447732,479999
