Clip,Start,End
675,1,32092
NaN,32093,47999
619,48000,69627
NaN,69628,95999
891,96000,123761
NaN,123762,143999
728,144000,165516
NaN,165517,191999
674,192000,219425
NaN,219426,239999
741,240000,259681
NaN,259682,287999
680,288000,312730
NaN,312731,335999
626,336000,354512
NaN,354513,383999
713,384000,406898
NaN,406899,431999
888,432000,449566
NaN,449567,479999
