Clip,Start,End
248,1,28702
NaN,28703,47999
263,48000,71238
NaN,71239,95999
56,96000,124229
NaN,124230,143999
139,144000,166402
NaN,166403,191999
117,192000,220127
NaN,220128,239999
25,240000,262257
NaN,262258,287999
21,288000,314466
NaN,314467,335999
178,336000,357879
NaN,357880,383999
31,384000,408566
NaN,408567,431999
230,432000,453461
NaN,453462,479999
