Clip,Start,End
551,1,29304
NaN,29305,47999
302,48000,72808
NaN,72809,95999
442,96000,123795
NaN,123796,143999
354,144000,168540
NaN,168541,191999
471,192000,219107
NaN,219108,239999
380,240000,263917
NaN,263918,287999
400,288000,313792
NaN,313793,335999
434,336000,357232
NaN,357233,383999
339,384000,408926
NaN,408927,431999
424,432000,452668
NaN,452669,479999
