Clip,Start,End
19,1,29086
NaN,29087,47999
142,48000,71970
NaN,71971,95999
242,96000,123627
NaN,123628,143999
122,144000,167956
NaN,167957,191999
224,192000,219441
NaN,219442,239999
241,240000,264232
NaN,264233,287999
33,288000,313436
NaN,313437,335999
278,336000,359491
NaN,359492,383999
51,384000,409378
NaN,409379,431999
180,432000,451108
NaN,451109,479999
