Clip,Start,End
738,1,25958
NaN,25959,47999
822,48000,68331
NaN,68332,95999
867,96000,121048
NaN,121049,143999
855,144000,163820
NaN,163821,191999
717,192000,215604
NaN,215605,239999
832,240000,258170
NaN,258171,287999
701,288000,310245
NaN,310246,335999
797,336000,353497
NaN,353498,383999
683,384000,404530
NaN,404531,431999
694,432000,444788
NaN,444789,479999
