Clip,Start,End
84,1,29275
NaN,29276,47999
112,48000,72153
NaN,72154,95999
23,96000,125189
NaN,125190,143999
110,144000,165879
NaN,165880,191999
262,192000,218047
NaN,218048,239999
273,240000,260029
NaN,260030,287999
104,288000,313042
NaN,313043,335999
222,336000,354899
NaN,354900,383999
300,384000,408514
NaN,408515,431999
285,432000,448404
NaN,448405,479999
