Clip,Start,End
577,1,27745
NaN,27746,47999
436,48000,73181
NaN,73182,95999
311,96000,123521
NaN,123522,143999
368,144000,167977
NaN,167978,191999
324,192000,219342
NaN,219343,239999
543,240000,263552
NaN,263553,287999
371,288000,315166
NaN,315167,335999
554,336000,358193
NaN,358194,383999
307,384000,411123
NaN,411124,431999
337,432000,452455
NaN,452456,479999
