Clip,Start,End
1151,1,31137
NaN,31138,47999
901,48000,73195
NaN,73196,95999
1191,96000,124202
NaN,124203,143999
1020,144000,169121
NaN,169122,191999
976,192000,219477
NaN,219478,239999
1050,240000,262974
NaN,262975,287999
1144,288000,314628
NaN,314629,335999
1077,336000,358393
NaN,358394,383999
931,384000,410242
NaN,410243,431999
1183,432000,451239
NaN,451240,479999
