Clip,Start,End
1085,1,31055
NaN,31056,47999
1114,48000,70190
NaN,70191,95999
1152,96000,125596
NaN,125597,143999
952,144000,166005
NaN,166006,191999
972,192000,217948
NaN,217949,239999
959,240000,261371
NaN,261372,287999
986,288000,313645
NaN,313646,335999
1094,336000,355292
NaN,355293,383999
1161,384000,409269
NaN,409270,431999
999,432000,450647
NaN,450648,479999
