Clip,Start,End
444,1,29487
NaN,29488,47999
595,48000,73042
NaN,73043,95999
419,96000,124022
NaN,124023,143999
557,144000,167421
NaN,167422,191999
350,192000,219995
NaN,219996,239999
328,240000,261483
NaN,261484,287999
383,288000,315511
NaN,315512,335999
525,336000,357199
NaN,357200,383999
468,384000,409211
NaN,409212,431999
410,432000,452505
NaN,452506,479999
