Clip,Start,End
617,1,24637
NaN,24638,47999
697,48000,68749
NaN,68750,95999
652,96000,120263
NaN,120264,143999
633,144000,163960
NaN,163961,191999
837,192000,214771
NaN,214772,239999
662,240000,259363
NaN,259364,287999
868,288000,310166
NaN,310167,335999
811,336000,353124
NaN,353125,383999
770,384000,405632
NaN,405633,431999
707,432000,448985
NaN,448986,479999
