Clip,Start,End
689,1,26096
NaN,26097,47999
860,48000,69905
NaN,69906,95999
772,96000,119352
NaN,119353,143999
740,144000,164363
NaN,164364,191999
804,192000,214422
NaN,214423,239999
606,240000,259998
NaN,259999,287999
656,288000,310396
NaN,310397,335999
768,336000,354403
NaN,354404,383999
725,384000,405958
NaN,405959,431999
659,432000,447023
NaN,447024,479999
