Clip,Start,End
839,1,25305
NaN,25306,47999
884,48000,68311
NaN,68312,95999
759,96000,120362
NaN,120363,143999
879,144000,163588
NaN,163589,191999
746,192000,214246
NaN,214247,239999
663,240000,257808
NaN,257809,287999
773,288000,309795
NaN,309796,335999
620,336000,353308
NaN,353309,383999
833,384000,405609
NaN,405610,431999
708,432000,448102
NaN,448103,479999
