Clip,Start,End
642,1,25917
NaN,25918,47999
757,48000,66635
NaN,66636,95999
824,96000,121434
NaN,121435,143999
705,144000,163285
NaN,163286,191999
853,192000,216444
NaN,216445,239999
841,240000,259240
NaN,259241,287999
809,288000,312119
NaN,312120,335999
778,336000,351893
NaN,351894,383999
762,384000,408095
NaN,408096,431999
874,432000,453563
NaN,453564,479999
