Clip,Start,End
649,1,23123
NaN,23124,47999
691,48000,67516
NaN,67517,95999
681,96000,118212
NaN,118213,143999
782,144000,163495
NaN,163496,191999
638,192000,213737
NaN,213738,239999
800,240000,259332
NaN,259333,287999
742,288000,309260
NaN,309261,335999
780,336000,353636
NaN,353637,383999
686,384000,405230
NaN,405231,431999
875,432000,447661
NaN,447662,479999
