Clip,Start,End
847,1,26536
NaN,26537,47999
829,48000,67425
NaN,67426,95999
756,96000,119886
NaN,119887,143999
796,144000,162768
NaN,162769,191999
630,192000,214613
NaN,214614,239999
883,240000,258100
NaN,258101,287999
771,288000,309124
NaN,309125,335999
629,336000,354614
NaN,354615,383999
815,384000,403680
NaN,403681,431999
632,432000,449715
NaN,449716,479999
