Clip,Start,End
751,1,25985
NaN,25986,47999
648,48000,66121
NaN,66122,95999
624,96000,120200
NaN,120201,143999
775,144000,161357
NaN,161358,191999
735,192000,216072
NaN,216073,239999
801,240000,256776
NaN,256777,287999
779,288000,310637
NaN,310638,335999
639,336000,352428
NaN,352429,383999
786,384000,403681
NaN,403682,431999
711,432000,447109
NaN,447110,479999
