Clip,Start,End
748,1,27834
NaN,27835,47999
774,48000,71027
NaN,71028,95999
849,96000,123107
NaN,123108,143999
755,144000,165841
NaN,165842,191999
618,192000,216480
NaN,216481,239999
730,240000,258542
NaN,258543,287999
807,288000,311538
NaN,311539,335999
793,336000,354402
NaN,354403,383999
672,384000,407525
NaN,407526,431999
802,432000,447637
NaN,447638,479999
