Clip,Start,End
418,1,28162
NaN,28163,47999
538,48000,67579
NaN,67580,95999
403,96000,121560
NaN,121561,143999
454,144000,167108
NaN,167109,191999
306,192000,217369
NaN,217370,239999
513,240000,261841
NaN,261842,287999
560,288000,312717
NaN,312718,335999
348,336000,353750
NaN,353751,383999
537,384000,408467
NaN,408468,431999
579,432000,455410
NaN,455411,479999
