Clip,Start,End
1127,1,30150
NaN,30151,47999
1000,48000,71787
NaN,71788,95999
1027,96000,124783
NaN,124784,143999
1070,144000,166664
NaN,166665,191999
919,192000,218268
NaN,218269,239999
1119,240000,261539
NaN,261540,287999
1029,288000,312911
NaN,312912,335999
988,336000,356990
NaN,356991,383999
906,384000,408029
NaN,408030,431999
1024,432000,452651
NaN,452652,479999
