Clip,Start,End
550,1,29940
NaN,29941,47999
349,48000,71617
NaN,71618,95999
322,96000,125561
NaN,125562,143999
494,144000,167187
NaN,167188,191999
332,192000,219466
NaN,219467,239999
467,240000,263032
NaN,263033,287999
596,288000,315264
NaN,315265,335999
340,336000,358677
NaN,358678,383999
480,384000,410035
NaN,410036,431999
381,432000,451441
NaN,451442,479999
