Clip,Start,End
78,1,34598
NaN,34599,47999
179,48000,71082
NaN,71083,95999
195,96000,127316
NaN,127317,143999
118,144000,167027
NaN,167028,191999
50,192000,219592
NaN,219593,239999
3,240000,259699
NaN,259700,287999
68,288000,314777
NaN,314778,335999
275,336000,354890
NaN,354891,383999
18,384000,408574
NaN,408575,431999
49,432000,448820
NaN,448821,479999
