Clip,Start,End
427,1,28964
NaN,28965,47999
485,48000,72780
NaN,72781,95999
358,96000,121806
NaN,121807,143999
462,144000,166446
NaN,166447,191999
372,192000,217783
NaN,217784,239999
497,240000,262272
NaN,262273,287999
334,288000,313348
NaN,313349,335999
401,336000,356389
NaN,356390,383999
367,384000,409144
NaN,409145,431999
352,432000,451671
NaN,451672,479999
