Clip,Start,End
1147,1,32066
NaN,32067,47999
944,48000,68964
NaN,68965,95999
975,96000,124376
NaN,124377,143999
1184,144000,164477
NaN,164478,191999
1033,192000,218062
NaN,218063,239999
1075,240000,259925
NaN,259926,287999
1105,288000,311933
NaN,311934,335999
1111,336000,355576
NaN,355577,383999
1199,384000,406533
NaN,406534,431999
1010,432000,450664
NaN,450665,479999
