Clip,Start,End
12,1,25032
NaN,25033,47999
268,48000,69827
NaN,69828,95999
55,96000,120568
NaN,120569,143999
187,144000,165095
NaN,165096,191999
111,192000,215683
NaN,215684,239999
288,240000,261094
NaN,261095,287999
124,288000,311579
NaN,311580,335999
48,336000,355959
NaN,355960,383999
215,384000,407500
NaN,407501,431999
198,432000,451709
NaN,451710,479999
