Clip,Start,End
419,1,28023
NaN,28024,47999
530,48000,71845
NaN,71846,95999
577,96000,123744
NaN,123745,143999
475,144000,166741
NaN,166742,191999
451,192000,218062
NaN,218063,239999
313,240000,260583
NaN,260584,287999
384,288000,313300
NaN,313301,335999
423,336000,355611
NaN,355612,383999
357,384000,408885
NaN,408886,431999
476,432000,450426
NaN,450427,479999
