Clip,Start,End
433,1,28145
NaN,28146,47999
537,48000,72467
NaN,72468,95999
500,96000,123674
NaN,123675,143999
580,144000,167090
NaN,167091,191999
484,192000,219569
NaN,219570,239999
412,240000,262760
NaN,262761,287999
378,288000,314492
NaN,314493,335999
502,336000,354717
NaN,354718,383999
441,384000,408624
NaN,408625,431999
347,432000,446485
NaN,446486,479999
