Clip,Start,End
323,1,38826
NaN,38827,47999
432,48000,69434
NaN,69435,95999
552,96000,126349
NaN,126350,143999
598,144000,165069
NaN,165070,191999
574,192000,214481
NaN,214482,239999
534,240000,260546
NaN,260547,287999
305,288000,309726
NaN,309727,335999
359,336000,356253
NaN,356254,383999
582,384000,405461
NaN,405462,431999
588,432000,448756
NaN,448757,479999
