Clip,Start,End
1146,1,28964
NaN,28965,47999
1007,48000,71473
NaN,71474,95999
1026,96000,123882
NaN,123883,143999
963,144000,166008
NaN,166009,191999
1074,192000,217225
NaN,217226,239999
1177,240000,260941
NaN,260942,287999
1107,288000,313016
NaN,313017,335999
1169,336000,356912
NaN,356913,383999
1087,384000,407758
NaN,407759,431999
1157,432000,451344
NaN,451345,479999
