Clip,Start,End
456,1,27082
NaN,27083,47999
448,48000,71239
NaN,71240,95999
561,96000,122767
NaN,122768,143999
467,144000,167032
NaN,167033,191999
507,192000,216792
NaN,216793,239999
452,240000,262795
NaN,262796,287999
349,288000,311617
NaN,311618,335999
600,336000,357670
NaN,357671,383999
556,384000,407605
NaN,407606,431999
453,432000,453029
NaN,453030,479999
