Clip,Start,End
373,1,29967
NaN,29968,47999
435,48000,75046
NaN,75047,95999
331,96000,125258
NaN,125259,143999
515,144000,168049
NaN,168050,191999
332,192000,219466
NaN,219467,239999
566,240000,262924
NaN,262925,287999
594,288000,315395
NaN,315396,335999
334,336000,361348
NaN,361349,383999
385,384000,411296
NaN,411297,431999
404,432000,453409
NaN,453410,479999
