Clip,Start,End
19,1,29086
NaN,29087,47999
269,48000,70297
NaN,70298,95999
77,96000,123534
NaN,123535,143999
191,144000,163579
NaN,163580,191999
80,192000,216568
NaN,216569,239999
192,240000,259448
NaN,259449,287999
277,288000,312388
NaN,312389,335999
219,336000,351960
NaN,351961,383999
175,384000,406533
NaN,406534,431999
281,432000,450263
NaN,450264,479999
