Clip,Start,End
809,1,24120
NaN,24121,47999
855,48000,67820
NaN,67821,95999
613,96000,119763
NaN,119764,143999
662,144000,163363
NaN,163364,191999
673,192000,215594
NaN,215595,239999
870,240000,257729
NaN,257730,287999
703,288000,308517
NaN,308518,335999
632,336000,353715
NaN,353716,383999
740,384000,404363
NaN,404364,431999
794,432000,447757
NaN,447758,479999
