Clip,Start,End
849,1,27108
NaN,27109,47999
872,48000,69144
NaN,69145,95999
847,96000,122535
NaN,122536,143999
637,144000,163922
NaN,163923,191999
846,192000,218140
NaN,218141,239999
653,240000,259447
NaN,259448,287999
669,288000,311666
NaN,311667,335999
789,336000,354775
NaN,354776,383999
826,384000,407291
NaN,407292,431999
785,432000,450287
NaN,450288,479999
