Clip,Start,End
2,1,24357
NaN,24358,47999
139,48000,70402
NaN,70403,95999
82,96000,120081
NaN,120082,143999
129,144000,164598
NaN,164599,191999
122,192000,215956
NaN,215957,239999
283,240000,259704
NaN,259705,287999
225,288000,310977
NaN,310978,335999
222,336000,354899
NaN,354900,383999
167,384000,406925
NaN,406926,431999
217,432000,450496
NaN,450497,479999
