Clip,Start,End
615,1,27007
NaN,27008,47999
749,48000,68375
NaN,68376,95999
839,96000,121304
NaN,121305,143999
650,144000,164193
NaN,164194,191999
892,192000,216932
NaN,216933,239999
899,240000,259187
NaN,259188,287999
838,288000,310864
NaN,310865,335999
693,336000,354249
NaN,354250,383999
827,384000,406306
NaN,406307,431999
881,432000,449775
NaN,449776,479999
