Clip,Start,End
1152,1,29597
NaN,29598,47999
1028,48000,72978
NaN,72979,95999
922,96000,125252
NaN,125253,143999
1118,144000,165592
NaN,165593,191999
1086,192000,220127
NaN,220128,239999
959,240000,261371
NaN,261372,287999
1021,288000,314088
NaN,314089,335999
1094,336000,355292
NaN,355293,383999
1043,384000,409268
NaN,409269,431999
1173,432000,450559
NaN,450560,479999
