Clip,Start,End
316,1,39318
NaN,39319,47999
461,48000,71846
NaN,71847,95999
311,96000,123521
NaN,123522,143999
477,144000,165722
NaN,165723,191999
389,192000,219140
NaN,219141,239999
519,240000,261487
NaN,261488,287999
479,288000,314270
NaN,314271,335999
517,336000,356651
NaN,356652,383999
354,384000,408540
NaN,408541,431999
581,432000,452284
NaN,452285,479999
