Clip,Start,End
248,1,28702
NaN,28703,47999
134,48000,70559
NaN,70560,95999
50,96000,123592
NaN,123593,143999
170,144000,167258
NaN,167259,191999
72,192000,218622
NaN,218623,239999
98,240000,263003
NaN,263004,287999
159,288000,314035
NaN,314036,335999
109,336000,356959
NaN,356960,383999
136,384000,409460
NaN,409461,431999
267,432000,456127
NaN,456128,479999
