Clip,Start,End
842,1,27709
NaN,27710,47999
628,48000,65928
NaN,65929,95999
687,96000,121662
NaN,121663,143999
841,144000,163240
NaN,163241,191999
727,192000,216351
NaN,216352,239999
857,240000,256636
NaN,256637,287999
623,288000,311015
NaN,311016,335999
711,336000,351109
NaN,351110,383999
771,384000,405124
NaN,405125,431999
647,432000,446627
NaN,446628,479999
