Clip,Start,End
916,1,35011
NaN,35012,47999
967,48000,73844
NaN,73845,95999
1018,96000,123499
NaN,123500,143999
905,144000,168527
NaN,168528,191999
1159,192000,219214
NaN,219215,239999
1076,240000,263369
NaN,263370,287999
1126,288000,315185
NaN,315186,335999
1096,336000,359148
NaN,359149,383999
925,384000,410303
NaN,410304,431999
1013,432000,451808
NaN,451809,479999
