Clip,Start,End
977,1,33526
NaN,33527,47999
1116,48000,71919
NaN,71920,95999
969,96000,124065
NaN,124066,143999
958,144000,166765
NaN,166766,191999
1109,192000,217704
NaN,217705,239999
1188,240000,262341
NaN,262342,287999
1079,288000,312862
NaN,312863,335999
992,336000,354249
NaN,354250,383999
1123,384000,408601
NaN,408602,431999
926,432000,453153
NaN,453154,479999
