Clip,Start,End
34,1,31037
NaN,31038,47999
143,48000,71468
NaN,71469,95999
255,96000,122768
NaN,122769,143999
30,144000,166130
NaN,166131,191999
36,192000,218165
NaN,218166,239999
230,240000,261461
NaN,261462,287999
182,288000,313670
NaN,313671,335999
94,336000,353990
NaN,353991,383999
38,384000,407748
NaN,407749,431999
202,432000,449009
NaN,449010,479999
