Clip,Start,End
904,1,27088
NaN,27089,47999
1153,48000,71439
NaN,71440,95999
1145,96000,121763
NaN,121764,143999
1078,144000,167235
NaN,167236,191999
1055,192000,216729
NaN,216730,239999
1091,240000,262074
NaN,262075,287999
1165,288000,312485
NaN,312486,335999
1130,336000,356153
NaN,356154,383999
1004,384000,407816
NaN,407817,431999
981,432000,452092
NaN,452093,479999
