Clip,Start,End
443,1,27945
NaN,27946,47999
528,48000,70873
NaN,70874,95999
539,96000,123421
NaN,123422,143999
554,144000,166193
NaN,166194,191999
371,192000,219166
NaN,219167,239999
407,240000,261144
NaN,261145,287999
564,288000,314820
NaN,314821,335999
491,336000,356592
NaN,356593,383999
563,384000,407291
NaN,407292,431999
395,432000,451208
NaN,451209,479999
