Clip,Start,End
568,1,25723
NaN,25724,47999
509,48000,72049
NaN,72050,95999
520,96000,121582
NaN,121583,143999
590,144000,167238
NaN,167239,191999
314,192000,217104
NaN,217105,239999
466,240000,262684
NaN,262685,287999
339,288000,312926
NaN,312927,335999
434,336000,357232
NaN,357233,383999
406,384000,408078
NaN,408079,431999
584,432000,452233
NaN,452234,479999
