Clip,Start,End
934,1,29922
NaN,29923,47999
1002,48000,71561
NaN,71562,95999
1052,96000,121559
NaN,121560,143999
966,144000,164910
NaN,164911,191999
1020,192000,217121
NaN,217122,239999
1060,240000,259111
NaN,259112,287999
1045,288000,312833
NaN,312834,335999
1010,336000,354664
NaN,354665,383999
1099,384000,408659
NaN,408660,431999
1158,432000,447161
NaN,447162,479999
