Clip,Start,End
747,1,32236
NaN,32237,47999
617,48000,72636
NaN,72637,95999
674,96000,123425
NaN,123426,143999
805,144000,168118
NaN,168119,191999
889,192000,219394
NaN,219395,239999
896,240000,263160
NaN,263161,287999
751,288000,313984
NaN,313985,335999
688,336000,358992
NaN,358993,383999
642,384000,409916
NaN,409917,431999
695,432000,449581
NaN,449582,479999
