Clip,Start,End
23,1,29190
NaN,29191,47999
15,48000,71810
NaN,71811,95999
58,96000,124859
NaN,124860,143999
178,144000,165879
NaN,165880,191999
181,192000,218053
NaN,218054,239999
243,240000,261168
NaN,261169,287999
51,288000,313378
NaN,313379,335999
221,336000,356702
NaN,356703,383999
165,384000,408886
NaN,408887,431999
285,432000,448404
NaN,448405,479999
