Clip,Start,End
472,1,28790
NaN,28791,47999
391,48000,69705
NaN,69706,95999
390,96000,124583
NaN,124584,143999
397,144000,165017
NaN,165018,191999
469,192000,220388
NaN,220389,239999
510,240000,260772
NaN,260773,287999
516,288000,310596
NaN,310597,335999
586,336000,355971
NaN,355972,383999
523,384000,406219
NaN,406220,431999
365,432000,449304
NaN,449305,479999
