Clip,Start,End
1142,1,29190
NaN,29191,47999
932,48000,72455
NaN,72456,95999
978,96000,124894
NaN,124895,143999
953,144000,167226
NaN,167227,191999
987,192000,218414
NaN,218415,239999
1090,240000,262887
NaN,262888,287999
1190,288000,314106
NaN,314107,335999
982,336000,357014
NaN,357015,383999
1059,384000,409094
NaN,409095,431999
964,432000,450088
NaN,450089,479999
