Clip,Start,End
891,1,27762
NaN,27763,47999
604,48000,67933
NaN,67934,95999
808,96000,119514
NaN,119515,143999
691,144000,163516
NaN,163517,191999
779,192000,214637
NaN,214638,239999
766,240000,257752
NaN,257753,287999
634,288000,310183
NaN,310184,335999
777,336000,355750
NaN,355751,383999
739,384000,405173
NaN,405174,431999
783,432000,449147
NaN,449148,479999
