Clip,Start,End
78,1,34598
NaN,34599,47999
292,48000,74245
NaN,74246,95999
147,96000,126088
NaN,126089,143999
171,144000,169121
NaN,169122,191999
74,192000,220542
NaN,220543,239999
150,240000,266523
NaN,266524,287999
249,288000,315342
NaN,315343,335999
163,336000,358515
NaN,358516,383999
72,384000,410622
NaN,410623,431999
62,432000,452363
NaN,452364,479999
