Clip,Start,End
674,1,27426
NaN,27427,47999
732,48000,66960
NaN,66961,95999
843,96000,120049
NaN,120050,143999
785,144000,162287
NaN,162288,191999
634,192000,214183
NaN,214184,239999
706,240000,256753
NaN,256754,287999
616,288000,309713
NaN,309714,335999
794,336000,351757
NaN,351758,383999
741,384000,403681
NaN,403682,431999
715,432000,446336
NaN,446337,479999
