Clip,Start,End
721,1,24328
NaN,24329,47999
817,48000,67309
NaN,67310,95999
607,96000,119373
NaN,119374,143999
648,144000,162121
NaN,162122,191999
877,192000,214538
NaN,214539,239999
663,240000,257808
NaN,257809,287999
604,288000,307933
NaN,307934,335999
810,336000,353647
NaN,353648,383999
786,384000,403681
NaN,403682,431999
875,432000,447661
NaN,447662,479999
