Clip,Start,End
527,1,30410
NaN,30411,47999
529,48000,67997
NaN,67998,95999
552,96000,126349
NaN,126350,143999
397,144000,165017
NaN,165018,191999
438,192000,220899
NaN,220900,239999
597,240000,260102
NaN,260103,287999
422,288000,312339
NaN,312340,335999
347,336000,350485
NaN,350486,383999
380,384000,407917
NaN,407918,431999
328,432000,453483
NaN,453484,479999
