Clip,Start,End
1051,1,32728
NaN,32729,47999
905,48000,72527
NaN,72528,95999
1039,96000,124441
NaN,124442,143999
1095,144000,165812
NaN,165813,191999
1139,192000,219394
NaN,219395,239999
1177,240000,260941
NaN,260942,287999
1046,288000,314198
NaN,314199,335999
1072,336000,356075
NaN,356076,383999
957,384000,409092
NaN,409093,431999
1174,432000,450611
NaN,450612,479999
