Clip,Start,End
375,1,28152
NaN,28153,47999
581,48000,68284
NaN,68285,95999
568,96000,121722
NaN,121723,143999
335,144000,166809
NaN,166810,191999
429,192000,216885
NaN,216886,239999
337,240000,260455
NaN,260456,287999
560,288000,312717
NaN,312718,335999
503,336000,356308
NaN,356309,383999
579,384000,407410
NaN,407411,431999
460,432000,452572
NaN,452573,479999
