Clip,Start,End
1083,1,29069
NaN,29070,47999
913,48000,72589
NaN,72590,95999
1124,96000,123331
NaN,123332,143999
932,144000,168455
NaN,168456,191999
990,192000,218411
NaN,218412,239999
1105,240000,263933
NaN,263934,287999
968,288000,314104
NaN,314105,335999
963,336000,358008
NaN,358009,383999
1028,384000,408978
NaN,408979,431999
981,432000,452092
NaN,452093,479999
